date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:12:12	15618/15618	---M-Z	200	added ('OK')	text/css	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/css/theme-dark.css	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/css/theme-dark.css	(from https://leviticatechnologies.com/)
13:12:12	15420/15420	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/images/favicon.png	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/favicon.png	(from https://leviticatechnologies.com/)
13:12:13	8442/8442	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Oct%202023%2007:57:09%20GMT	https://leviticatechnologies.com/assets/images/logos/Levitica%20logo.png	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/logos/Levitica%20logo.png	(from https://leviticatechnologies.com/)
13:12:13	771/771	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Jul%202024%2007:42:13%20GMT	https://leviticatechnologies.com/index.php	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/index.php	(from https://leviticatechnologies.com/)
13:12:13	24578/24578	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2007:42:13%20GMT	https://leviticatechnologies.com/index	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/index-2.html	(from https://leviticatechnologies.com/)
13:12:13	771/771	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Jul%202024%2007:42:13%20GMT	https://leviticatechnologies.com/about.php	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/about.php	(from https://leviticatechnologies.com/)
13:12:13	19116/19116	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2007:42:14%20GMT	https://leviticatechnologies.com/about	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/about.html	(from https://leviticatechnologies.com/)
13:12:14	771/771	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Jul%202024%2007:42:14%20GMT	https://leviticatechnologies.com/gallery.php	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/gallery.php	(from https://leviticatechnologies.com/)
13:12:14	25154/25154	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2007:42:14%20GMT	https://leviticatechnologies.com/gallery	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/gallery.html	(from https://leviticatechnologies.com/)
13:12:14	771/771	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Jul%202024%2007:42:14%20GMT	https://leviticatechnologies.com/services.php	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services.php	(from https://leviticatechnologies.com/)
13:12:14	16720/16720	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2007:42:15%20GMT	https://leviticatechnologies.com/services	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services.html	(from https://leviticatechnologies.com/)
13:12:15	771/771	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Jul%202024%2007:42:15%20GMT	https://leviticatechnologies.com/whylevitica.php	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/whylevitica.php	(from https://leviticatechnologies.com/)
13:12:15	22104/22104	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2007:42:15%20GMT	https://leviticatechnologies.com/whylevitica	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/whylevitica.html	(from https://leviticatechnologies.com/)
13:12:15	771/771	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Jul%202024%2007:42:15%20GMT	https://leviticatechnologies.com/contact.php	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/contact.php	(from https://leviticatechnologies.com/)
13:12:15	20831/20831	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2007:42:15%20GMT	https://leviticatechnologies.com/contact	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/contact.html	(from https://leviticatechnologies.com/)
13:12:16	157146/157146	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/images/about/about-img1.jpg	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/about/about-img1.jpg	(from https://leviticatechnologies.com/)
13:12:16	41876/41876	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/images/about/about-img2.jpg	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/about/about-img2.jpg	(from https://leviticatechnologies.com/)
13:12:16	771/771	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Jul%202024%2007:42:16%20GMT	https://leviticatechnologies.com/services-webDevelopment.php	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services-webDevelopment.php	(from https://leviticatechnologies.com/)
13:12:16	17813/17813	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2007:42:16%20GMT	https://leviticatechnologies.com/services-webDevelopment	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services-webDevelopment.html	(from https://leviticatechnologies.com/)
13:12:17	771/771	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Jul%202024%2007:42:17%20GMT	https://leviticatechnologies.com/services-mobileTesting.php	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services-mobileTesting.php	(from https://leviticatechnologies.com/)
13:12:17	18043/18043	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2007:42:17%20GMT	https://leviticatechnologies.com/services-mobileTesting	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services-mobileTesting.html	(from https://leviticatechnologies.com/)
13:12:17	771/771	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Jul%202024%2007:42:17%20GMT	https://leviticatechnologies.com/services-AppDevelopment.php	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services-AppDevelopment.php	(from https://leviticatechnologies.com/)
13:12:17	17958/17958	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2007:42:17%20GMT	https://leviticatechnologies.com/services-AppDevelopment	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services-AppDevelopment.html	(from https://leviticatechnologies.com/)
13:12:18	771/771	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Jul%202024%2007:42:18%20GMT	https://leviticatechnologies.com/services-WebsiteDesign.php	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services-WebsiteDesign.php	(from https://leviticatechnologies.com/)
13:12:18	17536/17536	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2007:42:18%20GMT	https://leviticatechnologies.com/services-WebsiteDesign	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services-WebsiteDesign.html	(from https://leviticatechnologies.com/)
13:12:18	42564/42564	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2009:42:12%20GMT	https://leviticatechnologies.com/assets/images/shape/service-shape1.png	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/shape/service-shape1.png	(from https://leviticatechnologies.com/)
13:12:18	143454/143454	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/images/about/about-img3.jpg	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/about/about-img3.jpg	(from https://leviticatechnologies.com/)
13:12:18	10283/10283	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2009:42:12%20GMT	https://leviticatechnologies.com/assets/images/shape/shape1.png	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/shape/shape1.png	(from https://leviticatechnologies.com/)
13:12:19	7003/7003	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2009:42:12%20GMT	https://leviticatechnologies.com/assets/images/shape/shape2.png	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/shape/shape2.png	(from https://leviticatechnologies.com/)
13:12:19	771/771	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Jul%202024%2007:42:19%20GMT	https://leviticatechnologies.com/services-LogoDesign.php	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services-LogoDesign.php	(from https://leviticatechnologies.com/)
13:12:19	17731/17731	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2007:42:19%20GMT	https://leviticatechnologies.com/services-LogoDesign	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services-LogoDesign.html	(from https://leviticatechnologies.com/)
13:12:19	771/771	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Jul%202024%2007:42:19%20GMT	https://leviticatechnologies.com/services-AutomationTesting.php	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services-AutomationTesting.php	(from https://leviticatechnologies.com/)
13:12:20	18053/18053	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2007:42:20%20GMT	https://leviticatechnologies.com/services-AutomationTesting	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services-AutomationTesting.html	(from https://leviticatechnologies.com/)
13:12:20	771/771	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Jul%202024%2007:42:20%20GMT	https://leviticatechnologies.com/services-SoftwareTesting.php	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services-SoftwareTesting.php	(from https://leviticatechnologies.com/)
13:12:20	17883/17883	---M-Z	200	added ('OK')	text/html	date:Tue,%2023%20Jul%202024%2007:42:20%20GMT	https://leviticatechnologies.com/services-SoftwareTesting	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/services-SoftwareTesting.html	(from https://leviticatechnologies.com/)
13:12:20	87461/87461	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2009:42:14%20GMT	https://leviticatechnologies.com/assets/js/jquery.min.js	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/js/jquery.min.js	(from https://leviticatechnologies.com/)
13:12:21	80529/80529	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2009:42:14%20GMT	https://leviticatechnologies.com/assets/js/bootstrap.bundle.min.js	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/js/bootstrap.bundle.min.js	(from https://leviticatechnologies.com/)
13:12:21	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2009:42:14%20GMT	https://leviticatechnologies.com/assets/js/owl.carousel.min.js	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/js/owl.carousel.min.js	(from https://leviticatechnologies.com/)
13:12:21	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2009:42:14%20GMT	https://leviticatechnologies.com/assets/js/jquery.magnific-popup.min.js	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/js/jquery.magnific-popup.min.js	(from https://leviticatechnologies.com/)
13:12:21	2946/2946	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2009:42:14%20GMT	https://leviticatechnologies.com/assets/js/jquery.nice-select.min.js	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/js/jquery.nice-select.min.js	(from https://leviticatechnologies.com/)
13:12:21	8155/8155	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2009:42:14%20GMT	https://leviticatechnologies.com/assets/js/wow.min.js	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/js/wow.min.js	(from https://leviticatechnologies.com/)
13:12:22	4026/4026	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2009:42:14%20GMT	https://leviticatechnologies.com/assets/js/meanmenu.js	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/js/meanmenu.js	(from https://leviticatechnologies.com/)
13:12:22	2381/2381	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2009:42:14%20GMT	https://leviticatechnologies.com/assets/js/jquery.ajaxchimp.min.js	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/js/jquery.ajaxchimp.min.js	(from https://leviticatechnologies.com/)
13:12:22	6055/6055	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2019%20Oct%202023%2009:42:14%20GMT	https://leviticatechnologies.com/assets/js/form-validator.min.js	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/js/form-validator.min.js	(from https://leviticatechnologies.com/)
13:12:22	1780/1780	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2022%20Oct%202023%2005:07:10%20GMT	https://leviticatechnologies.com/assets/js/contact-form-script.js	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/js/contact-form-script.js	(from https://leviticatechnologies.com/)
13:12:23	5147/5147	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2027%20Oct%202023%2012:07:02%20GMT	https://leviticatechnologies.com/assets/js/custom.js	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/js/custom.js	(from https://leviticatechnologies.com/)
13:12:23	18734/18734	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/fonts/Flaticon.eot	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/fonts/Flaticon.eot	(from https://leviticatechnologies.com/assets/fonts/flaticon.css)
13:12:23	18734/18734	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/fonts/Flaticond41d.eot?	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/fonts/Flaticond41dd41d.eot	(from https://leviticatechnologies.com/assets/fonts/flaticon.css)
13:12:23	9528/9528	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/fonts/Flaticon.woff2	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/fonts/Flaticon.woff2	(from https://leviticatechnologies.com/assets/fonts/flaticon.css)
13:12:24	11216/11216	---M--	200	added ('OK')	font/woff	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/fonts/Flaticon.woff	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/fonts/Flaticon.woff	(from https://leviticatechnologies.com/assets/fonts/flaticon.css)
13:12:24	18556/18556	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/fonts/Flaticon.ttf	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/fonts/Flaticon.ttf	(from https://leviticatechnologies.com/assets/fonts/flaticon.css)
13:12:24	115381/115381	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/fonts/Flaticon.svg	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/fonts/Flaticon.svg	(from https://leviticatechnologies.com/assets/fonts/flaticon.css)
13:12:25	389680/389680	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/fonts/boxicons.eot	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/fonts/boxicons.eot	(from https://leviticatechnologies.com/assets/css/boxicons.min.css)
13:12:25	114992/114992	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/fonts/boxicons.woff2	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/fonts/boxicons.woff2	(from https://leviticatechnologies.com/assets/css/boxicons.min.css)
13:12:25	308768/308768	---M--	200	added ('OK')	font/woff	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/fonts/boxicons.woff	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/fonts/boxicons.woff	(from https://leviticatechnologies.com/assets/css/boxicons.min.css)
13:12:26	308692/308692	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/fonts/boxicons.ttf	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/fonts/boxicons.ttf	(from https://leviticatechnologies.com/assets/css/boxicons.min.css)
13:12:26	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Jul%202024%2007:42:26%20GMT	https://leviticatechnologies.com/assets/css/owl.video.play.html	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/css/owl.video.play.html	(from https://leviticatechnologies.com/assets/css/owl.carousel.min.css)
13:12:26	1194767/1194767	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/fonts/boxiconsd41d.svg?	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/fonts/boxiconsd41dd41d.svg	(from https://leviticatechnologies.com/assets/css/boxicons.min.css)
13:12:26	234344/234344	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2009:42:12%20GMT	https://leviticatechnologies.com/assets/images/home-one/home-one-img1.jpg	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/home-one/home-one-img1.jpg	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:26	175401/175401	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2009:42:12%20GMT	https://leviticatechnologies.com/assets/images/home-one/home-one-img2.jpg	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/home-one/home-one-img2.jpg	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:27	256424/256424	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2009:42:12%20GMT	https://leviticatechnologies.com/assets/images/home-one/home-one-img3.jpg	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/home-one/home-one-img3.jpg	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:27	240552/240552	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/images/home-two.jpg	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/home-two.jpg	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:27	122722/122722	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2009:42:12%20GMT	https://leviticatechnologies.com/assets/images/home-three/home-three-bg.png	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/home-three/home-three-bg.png	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:28	55389/55389	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2009:42:12%20GMT	https://leviticatechnologies.com/assets/images/services/services-bg.png	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/services/services-bg.png	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:28	842465/842465	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2009:42:12%20GMT	https://leviticatechnologies.com/assets/images/home-four/home-four-bg.png	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/home-four/home-four-bg.png	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:28	125814/125814	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2009:42:12%20GMT	https://leviticatechnologies.com/assets/images/shape/bg-shape.png	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/shape/bg-shape.png	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:28	198515/198515	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2009:42:12%20GMT	https://leviticatechnologies.com/assets/images/shape/bg-shape2.png	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/shape/bg-shape2.png	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:28	52897/52897	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/images/build/build-bg.png	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/build/build-bg.png	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:29	83966/83966	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/images/build/build-play-bg.jpg	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/build/build-play-bg.jpg	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:29	74713/74713	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/images/talk-bg.jpg	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/talk-bg.jpg	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:29	792750/792750	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/images/talk-bg2.jpg	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/talk-bg2.jpg	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:29	197255/197255	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/images/call-us/call-shap1.png	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/call-us/call-shap1.png	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:29	223277/223277	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/images/technology-img.jpg	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/technology-img.jpg	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:30	345294/345294	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2009:42:12%20GMT	https://leviticatechnologies.com/assets/images/shape/bg-shape3.png	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/shape/bg-shape3.png	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:30	404506/404506	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/images/technology-img2.jpg	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/technology-img2.jpg	(from https://leviticatechnologies.com/assets/css/style.css)
13:12:30	31989/31989	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2009:42:10%20GMT	https://leviticatechnologies.com/assets/images/brand-logo/brand-bg.png	C:/Users/naveen.immandi/Downloads/Webpage/leviticatechnologies.com/assets/images/brand-logo/brand-bg.png	(from https://leviticatechnologies.com/assets/css/style.css)
